111000	12155	-4385
112000	12159	-4378
113000	12167	-4348
114000	12170	-4360
115000	12176	-4383
116000	12179	-4383
117000	12190	-4369
118000	12193	-4374
119000	12201	-4390
120000	12205	-4374
121000	12207	-4382
122000	12218	-4370
123000	12222	-4382
124000	12227	-4335
125000	12235	-4413
126000	12237	-4374
127000	12245	-4355
128000	12252	-4366
129000	12255	-4369
130000	12263	-4384
131000	12265	-4371
132000	12270	-4379
133000	12278	-4383
134000	12283	-4353
135000	12292	-4404
136000	12295	-4374
137000	12301	-4369
138000	12307	-4374
139000	12314	-4371
140000	12316	-4363
141000	12320	-4385
142000	12328	-4390
143000	12334	-4393
144000	12336	-4360
145000	12344	-4373
146000	12353	-4352
147000	12355	-4345
148000	12363	-4377
149000	12372	-4349
150000	12374	-4351
151000	12380	-4366
152000	12385	-4383
153000	12389	-4359
154000	12396	-4373
155000	12404	-4367
156000	12406	-4386
157000	12413	-4380
158000	12416	-4369
159000	12422	-4384
160000	12431	-4353
161000	12438	-4389
162000	12443	-4372
163000	12452	-4342
164000	12456	-4379
165000	12463	-4374
166000	12465	-4380
167000	12473	-4362
168000	12480	-4368
169000	12484	-4385
170000	12490	-4397
171000	12496	-4367
172000	12504	-4365
173000	12506	-4359
174000	12511	-4374
175000	12517	-4373
176000	12524	-4369
177000	12529	-4382
178000	12532	-4371
179000	12543	-4376
180000	12552	-4380
181000	12555	-4377
182000	12560	-4382
183000	12565	-4365
184000	12571	-4378
185000	12577	-4374
186000	12577	-4393
187000	12585	-4395
188000	12595	-4384
189000	12602	-4382
190000	12604	-4382
191000	12611	-4378
192000	12614	-4381
193000	12622	-4371
194000	12628	-4389
195000	12637	-4365
196000	12642	-4385
197000	12649	-4390
198000	12656	-4361
199000	12662	-4403
200000	12667	-4390
201000	12672	-4386
202000	12676	-4397
203000	12685	-4396
204000	12687	-4375
205000	12693	-4390
206000	12698	-4383
207000	12705	-4395
208000	12710	-4404
209000	12718	-4385
210000	12725	-4382
211000	12726	-4402
212000	12738	-4395
213000	12741	-4408
214000	12750	-4392
215000	12753	-4389
216000	12760	-4399
217000	12767	-4387
218000	12771	-4388
219000	12776	-4380
220000	12781	-4395
221000	12787	-4385
222000	12792	-4387
223000	12796	-4413
224000	12805	-4404
225000	12813	-4401
226000	12820	-4404
227000	12827	-4418
228000	12833	-4400
229000	12839	-4406
230000	12843	-4413
231000	12851	-4370
232000	12852	-4414
233000	12863	-4387
234000	12864	-4404
235000	12873	-4403
236000	12878	-4410
237000	12882	-4411
238000	12884	-4393
239000	12892	-4421
240000	12899	-4414
241000	12905	-4418
242000	12911	-4412
243000	12919	-4411
244000	12927	-4415
245000	12932	-4416
246000	12936	-4406
247000	12945	-4387
248000	12947	-4418
249000	12953	-4409
250000	12958	-4423
251000	12969	-4412
252000	12974	-4404
253000	12977	-4406
254000	12982	-4416
255000	12987	-4411
256000	12998	-4447
257000	13000	-4414
258000	13004	-4411
259000	13014	-4419
260000	13017	-4410
261000	13026	-4414
262000	13030	-4428
263000	13037	-4420
264000	13042	-4403
265000	13050	-4415
266000	13054	-4411
267000	13055	-4455
268000	13063	-4432
269000	13070	-4419
270000	13075	-4418
271000	13080	-4422
272000	13087	-4439
273000	13091	-4428
274000	13101	-4411
275000	13110	-4460
276000	13114	-4441
277000	13117	-4442
278000	13125	-4447
279000	13131	-4443
280000	13137	-4450
281000	13141	-4441
282000	13149	-4448
283000	13150	-4441
284000	13157	-4442
285000	13162	-4408
286000	13168	-4441
287000	13180	-4441
288000	13181	-4437
289000	13187	-4454
290000	13193	-4451
291000	13198	-4455
292000	13205	-4436
293000	13213	-4459
294000	13215	-4440
295000	13224	-4449
296000	13232	-4447
297000	13238	-4429
298000	13240	-4439
299000	13245	-4459
300000	13249	-4425
301000	13259	-4429
302000	13265	-4443
303000	13269	-4457
304000	13280	-4435
305000	13289	-4423
306000	13291	-4432
307000	13299	-4434
308000	13303	-4443
309000	13311	-4443
310000	13312	-4473
311000	13322	-4442
312000	13332	-4428
313000	13333	-4472
314000	13338	-4433
315000	13346	-4428
316000	13348	-4454
317000	13359	-4462
318000	13361	-4433
319000	13364	-4470
320000	13377	-4424
321000	13379	-4459
322000	13385	-4455
323000	13392	-4450
324000	13395	-4465
325000	13405	-4457
326000	13407	-4465
327000	13411	-4463
328000	13419	-4443
329000	13420	-4453
330000	13429	-4472
331000	13434	-4470
332000	13438	-4464
333000	13446	-4457
334000	13447	-4467
335000	13455	-4453
336000	13460	-4456
337000	13465	-4466
338000	13473	-4470
339000	13480	-4453
340000	13488	-4447
341000	13493	-4458
342000	13498	-4452
343000	13504	-4473
344000	13510	-4457
345000	13516	-4452
346000	13523	-4481
347000	13528	-4436
348000	13531	-4471
349000	13535	-4481
350000	13541	-4469
351000	13546	-4486
352000	13555	-4470
353000	13559	-4465
354000	13567	-4462
355000	13575	-4481
356000	13582	-4476
357000	13585	-4478
358000	13592	-4461
359000	13597	-4489
360000	13603	-4473
361000	13606	-4451
362000	13611	-4480
363000	13615	-4492
364000	13619	-4517
365000	13629	-4482
366000	13638	-4480
367000	13639	-4501
368000	13643	-4501
369000	13648	-4497
370000	13655	-4500
371000	13660	-4495
372000	13666	-4484
373000	13673	-4510
374000	13684	-4514
375000	13687	-4508
376000	13694	-4509
377000	13694	-4520
378000	13702	-4488
379000	13703	-4501
380000	13710	-4506
381000	13719	-4509
382000	13722	-4495
383000	13729	-4524
384000	13733	-4501
385000	13738	-4538
386000	13747	-4508
387000	13749	-4495
388000	13754	-4515
389000	13763	-4508
390000	13771	-4529
391000	13773	-4506
392000	13779	-4503
393000	13789	-4476
394000	13800	-4549
395000	13791	-4496
396000	13801	-4495
397000	13802	-4503
398000	13812	-4502
399000	13815	-4502
400000	13819	-4529
401000	13827	-4522
402000	13834	-4514
403000	13840	-4524
404000	13844	-4524
405000	13850	-4517
406000	13858	-4506
407000	13862	-4507
408000	13867	-4511
409000	13873	-4505
410000	13879	-4505
411000	13887	-4491
412000	13894	-4504
413000	13893	-4508
414000	13901	-4524
415000	13903	-4515
416000	13909	-4532
417000	13914	-4510
418000	13924	-4515
419000	13929	-4511
420000	13934	-4519
421000	13938	-4526
422000	13946	-4494
423000	13948	-4522
424000	13953	-4530
425000	13961	-4505
426000	13965	-4516
427000	13973	-4504
428000	13975	-4513
429000	13982	-4511
430000	13987	-4512
431000	13991	-4536
432000	13999	-4513
433000	14002	-4510
434000	14008	-4534
435000	14015	-4520
436000	14024	-4519
437000	14027	-4530
438000	14033	-4514
439000	14037	-4524
440000	14042	-4527
441000	14048	-4521
442000	14052	-4522
443000	14055	-4539
444000	14065	-4518
445000	14069	-4529
446000	14075	-4528
447000	14078	-4529
448000	14087	-4516
449000	14097	-4513
450000	14102	-4485
451000	14103	-4505
452000	14109	-4524
453000	14113	-4531
454000	14118	-4547
455000	14125	-4531
456000	14130	-4524
457000	14135	-4516
458000	14141	-4519
459000	14145	-4506
460000	14151	-4516
461000	14154	-4526
462000	14161	-4499
463000	14165	-4528
464000	14176	-4500
465000	14179	-4536
466000	14181	-4536
467000	14189	-4528
468000	14191	-4536
469000	14198	-4521
470000	14202	-4530
471000	14211	-4521
472000	14216	-4530
473000	14219	-4525
474000	14223	-4518
475000	14225	-4542
476000	14231	-4533
477000	14234	-4525
478000	14240	-4535
479000	14248	-4525
480000	14250	-4534
481000	14255	-4555
482000	14263	-4529
483000	14268	-4534
484000	14273	-4519
485000	14278	-4538
486000	14283	-4533
487000	14289	-4524
488000	14296	-4524
489000	14300	-4525
490000	14310	-4491
491000	14308	-4531
492000	14314	-4522
493000	14314	-4539
494000	14319	-4524
495000	14329	-4517
496000	14331	-4525
497000	14338	-4526
498000	14344	-4529
499000	14349	-4506
500000	14357	-4513
501000	14359	-4514
502000	14364	-4530
503000	14367	-4521
504000	14375	-4501
505000	14375	-4535
506000	14385	-4496
507000	14388	-4515
508000	14390	-4497
509000	14397	-4483
510000	14403	-4507
511000	14404	-4513
512000	14413	-4504
513000	14417	-4496
514000	14421	-4499
515000	14426	-4483
516000	14432	-4480
517000	14440	-4493
518000	14444	-4502
519000	14446	-4521
520000	14452	-4505
521000	14459	-4487
522000	14459	-4511
523000	14464	-4529
524000	14469	-4526
525000	14474	-4521
526000	14478	-4533
527000	14486	-4509
528000	14492	-4497
529000	14497	-4483
530000	14500	-4511
531000	14505	-4514
532000	14508	-4514
533000	14518	-4513
534000	14523	-4510
535000	14528	-4514
536000	14534	-4494
537000	14539	-4500
538000	14541	-4509
539000	14545	-4523
540000	14550	-4505
541000	14557	-4525
542000	14562	-4492
543000	14565	-4519
544000	14571	-4491
545000	14574	-4524
546000	14582	-4493
547000	14586	-4496
548000	14593	-4489
549000	14597	-4513
550000	14605	-4505
551000	14608	-4496
552000	14612	-4486
553000	14619	-4468
554000	14624	-4477
555000	14624	-4479
556000	14632	-4496
557000	14641	-4502
558000	14645	-4480
559000	14652	-4488
560000	14652	-4510
561000	14657	-4504
562000	14669	-4505
563000	14673	-4477
564000	14677	-4492
565000	14681	-4474
566000	14689	-4465
567000	14696	-4507
568000	14699	-4482
569000	14700	-4499
570000	14710	-4478
571000	14714	-4493
572000	14717	-4483
573000	14726	-4484
574000	14728	-4488
575000	14733	-4473
576000	14737	-4479
577000	14740	-4514
578000	14749	-4471
579000	14757	-4493
580000	14763	-4486
581000	14767	-4489
582000	14772	-4487
583000	14779	-4518
584000	14779	-4491
585000	14783	-4487
586000	14786	-4512
587000	14794	-4495
588000	14795	-4508
589000	14807	-4504
590000	14808	-4488
591000	14814	-4487
592000	14816	-4491
593000	14823	-4489
594000	14828	-4495
595000	14836	-4492
596000	14839	-4478
597000	14847	-4498
598000	14852	-4495
599000	14857	-4494
600000	14861	-4477
601000	14865	-4483
602000	14873	-4481
603000	14878	-4478
604000	14881	-4501
605000	14886	-4470
606000	14891	-4504
607000	14890	-4467
608000	14900	-4465
609000	14904	-4499
610000	14911	-4489
611000	14915	-4492
612000	14920	-4484
613000	14928	-4511
614000	14931	-4496
615000	14935	-4487
616000	14940	-4509
617000	14941	-4518
618000	14949	-4489
619000	14955	-4490
620000	14959	-4480
